Loan_ID,Customer_ID,Loan_Amount,Loan_Type,Credit_Score,Repayment_History,Collateral_Value,Loan_Tenure,Default_Status
L49460,C49460,4166866,Vehicle,550,83.60772649073482,2465836,67,0
L49461,C49461,271789,Education,480,52.3278217600754,3503128,125,1
L49462,C49462,183241,Vehicle,822,94.51690753838656,682166,295,0
L49463,C49463,3654164,Business,787,69.42890760896934,3197987,173,0
L49464,C49464,3097986,Business,461,87.02600581457807,3982824,269,0
L49465,C49465,2481292,Education,519,77.14607120119469,2888419,105,0
L49466,C49466,2626288,Education,478,94.5748073890469,2187829,121,0
L49467,C49467,2298568,Business,491,65.40530779640062,1729585,118,1
L49468,C49468,4712571,Vehicle,305,92.96107328861177,1531303,143,0
L49469,C49469,2576293,Business,545,88.5723709340794,2161603,18,0
L49470,C49470,2415844,Vehicle,303,79.39157263256385,1383376,269,0
L49471,C49471,1416993,Business,333,88.350232622617,269332,286,0
L49472,C49472,4180082,Home,805,75.06898678672309,698812,62,0
L49473,C49473,4731585,Vehicle,424,73.04070295422878,1547528,253,1
L49474,C49474,4327163,Education,794,52.84894283828282,2738654,140,0
L49475,C49475,2942013,Vehicle,531,82.55555292665144,1149569,149,0
L49476,C49476,1353171,Vehicle,816,95.85033945835042,1677576,260,0
L49477,C49477,4504729,Business,697,74.79869879949646,2071611,112,0
L49478,C49478,4711432,Personal,506,56.69047454198963,2003793,119,1
L49479,C49479,559734,Vehicle,302,85.1295480064155,3637342,217,0
L49480,C49480,3369208,Business,423,81.4679925950126,24145,119,0
L49481,C49481,1204909,Business,702,75.00439779675008,3160678,321,0
L49482,C49482,3399826,Education,607,95.02341763855111,3580702,108,0
L49483,C49483,115897,Vehicle,351,53.811632612447355,1462919,320,1
L49484,C49484,4348473,Home,468,76.58999314960855,435748,237,0
L49485,C49485,4924569,Personal,778,86.73937025870353,2063618,220,0
L49486,C49486,1580124,Home,587,93.65818453976075,2763599,242,0
L49487,C49487,446357,Personal,599,64.70033999331535,2585776,206,1
L49488,C49488,1839595,Business,302,58.89463422955961,788314,27,1
L49489,C49489,4683530,Vehicle,437,91.44362592201374,2507730,343,0
L49490,C49490,179401,Education,635,94.79045073183144,2517389,275,0
L49491,C49491,1442932,Vehicle,497,82.96149007041431,401869,130,0
L49492,C49492,4937837,Home,833,71.67704412462828,2934690,65,0
L49493,C49493,984247,Home,319,85.04874211773466,3218982,26,0
L49494,C49494,1624473,Education,778,78.85667648455667,785922,184,0
L49495,C49495,2181280,Home,535,68.80332400749376,1227879,137,1
L49496,C49496,2443629,Vehicle,656,73.79323201356534,257940,183,0
L49497,C49497,4360503,Personal,361,65.58443922262872,3285215,169,1
L49498,C49498,1081956,Business,738,62.29314633469618,3024421,98,0
L49499,C49499,4724153,Home,705,86.90614503099796,3796675,355,0
L49500,C49500,247004,Business,399,70.27830556531555,2409549,246,1
L49501,C49501,1719540,Business,669,57.66330171299793,1118617,171,0
L49502,C49502,4299131,Vehicle,320,81.18464505294843,3854564,209,0
L49503,C49503,2977252,Vehicle,732,59.72141633001774,3189000,24,0
L49504,C49504,3921121,Personal,837,71.03185726086242,2062722,240,0
L49505,C49505,870711,Vehicle,694,96.89352485889813,3051461,82,0
L49506,C49506,3206013,Home,490,76.85225786663912,3355194,195,0
L49507,C49507,3388926,Business,832,86.91845139767321,975954,90,0
L49508,C49508,4830292,Business,429,91.04001708147999,2604063,302,0
L49509,C49509,445908,Business,684,95.28759718659614,3344321,58,0
L49510,C49510,311787,Home,686,77.05297124837988,1398012,116,0
L49511,C49511,3890844,Home,333,84.39277819944903,1505281,47,0
L49512,C49512,3185216,Home,488,72.60501855746048,936264,304,1
L49513,C49513,1584656,Personal,353,76.2130597764072,3049139,30,0
L49514,C49514,4645159,Personal,720,50.55209001076213,1118154,168,0
L49515,C49515,3582044,Home,717,99.19058427536153,451488,199,0
L49516,C49516,4948425,Vehicle,663,70.58107890771142,3504202,342,0
L49517,C49517,553447,Vehicle,760,83.03690454079282,1779518,209,0
L49518,C49518,3102133,Business,505,58.11786664803118,2734068,165,1
L49519,C49519,1567996,Home,625,80.76896396609249,1575444,227,0
L49520,C49520,1936068,Personal,498,89.0572125712296,305910,293,0
L49521,C49521,3921701,Education,354,82.34434417758817,2075973,86,0
L49522,C49522,4337315,Home,672,73.70180929084898,2897970,257,0
L49523,C49523,3262539,Vehicle,766,59.281487055838966,32514,197,0
L49524,C49524,3490434,Vehicle,839,55.351776436603586,3004492,82,0
L49525,C49525,1590154,Personal,485,76.02848537914207,3608187,174,0
L49526,C49526,4392376,Education,760,80.73182352545194,1514560,139,0
L49527,C49527,4389468,Personal,602,88.89601242971892,2094421,340,0
L49528,C49528,4012414,Personal,597,57.04569941147386,1175499,337,1
L49529,C49529,4116903,Personal,726,58.37515156936525,1439632,160,0
L49530,C49530,4889063,Business,709,58.91155920752363,2131111,164,0
L49531,C49531,2296319,Vehicle,731,79.3151891107621,1549573,112,0
L49532,C49532,4966542,Business,814,54.37560528490392,209321,176,0
L49533,C49533,1005024,Vehicle,497,91.48497033092127,2317636,34,0
L49534,C49534,218772,Personal,760,67.22447650637733,2935236,14,0
L49535,C49535,3098447,Personal,687,66.9470831808866,751999,345,0
L49536,C49536,4021893,Vehicle,734,76.02531104796071,3506478,48,0
L49537,C49537,2360877,Business,409,52.706216069501245,575756,266,1
L49538,C49538,3499229,Personal,770,53.04390037717433,3025681,126,0
L49539,C49539,3354462,Home,369,73.58655957718634,3779210,318,1
L49540,C49540,2221848,Personal,728,90.60365034128304,3506774,246,0
L49541,C49541,3786013,Home,537,96.51280987673894,3869952,307,0
L49542,C49542,1390172,Home,550,98.73494480163954,3548185,174,0
L49543,C49543,2082208,Education,660,55.660229008901446,1389569,128,0
L49544,C49544,1038736,Personal,521,58.79480575410039,1121315,48,1
L49545,C49545,4721787,Education,304,84.48798861648957,1323404,283,0
L49546,C49546,4655350,Vehicle,337,53.48365038303176,2276119,40,1
L49547,C49547,3001926,Business,401,65.4550515624735,3850666,312,1
L49548,C49548,4210704,Education,357,61.0446688653858,736058,50,1
L49549,C49549,4706381,Education,428,74.60324744428273,1065751,49,1
L49550,C49550,4808007,Education,817,66.28992995906728,3713952,112,0
L49551,C49551,71781,Business,699,93.55143208567696,3516971,17,0
L49552,C49552,58993,Vehicle,583,94.81028256223809,3068718,54,0
L49553,C49553,1794776,Education,371,58.245346164367504,3943838,286,1
L49554,C49554,3338287,Personal,826,67.86647176079991,1886239,211,0
L49555,C49555,215887,Personal,789,72.55785714980661,1327321,172,0
L49556,C49556,4350826,Home,779,71.35459209778364,3537004,15,0
L49557,C49557,1789132,Personal,384,96.23074596733159,1786411,255,0
L49558,C49558,1529999,Education,417,80.30013020252392,603931,91,0
L49559,C49559,3130322,Home,314,58.75858936103793,2025205,258,1
L49560,C49560,3849678,Home,742,96.88680822684603,588384,152,0
L49561,C49561,2953035,Business,649,96.17360798052704,3699514,47,0
L49562,C49562,170004,Business,831,57.66774753076214,1825666,180,0
L49563,C49563,2197602,Home,354,51.2709183794447,3126688,19,1
L49564,C49564,133011,Vehicle,379,66.14283941507858,2114238,204,1
L49565,C49565,1360952,Education,748,82.88142107575683,865546,257,0
L49566,C49566,885805,Personal,366,65.69655066806635,3596556,63,1
L49567,C49567,1006027,Business,306,52.381128983833214,1301340,87,1
L49568,C49568,771831,Personal,359,98.7989825820159,1970375,16,0
L49569,C49569,2742709,Education,650,69.0338925260167,1411485,231,0
L49570,C49570,1123090,Personal,578,54.88110334005559,697359,292,1
L49571,C49571,188639,Vehicle,361,99.46069824706366,1087227,320,0
L49572,C49572,2902159,Personal,431,68.43851390602254,1420179,277,1
L49573,C49573,4484183,Business,318,95.91912294048296,3956145,193,0
L49574,C49574,4276682,Home,603,55.71575591557301,3898736,188,0
L49575,C49575,4089906,Education,554,76.28269401113636,381302,190,0
L49576,C49576,189719,Personal,481,87.96657208131833,3293954,315,0
L49577,C49577,573928,Vehicle,782,79.44387894913676,1858995,53,0
L49578,C49578,3453572,Home,563,87.69704841162957,387479,47,0
L49579,C49579,2421220,Business,589,78.75807111531518,2798550,195,0
L49580,C49580,3434114,Personal,506,52.19874114934161,1072952,294,1
L49581,C49581,3683148,Vehicle,570,57.20509640924763,2132228,212,1
L49582,C49582,4067471,Education,366,98.46336378379667,2802103,13,0
L49583,C49583,3769903,Vehicle,784,80.36654672798255,715789,295,0
L49584,C49584,2112827,Home,761,73.54134858543833,1955092,159,0
L49585,C49585,3636508,Vehicle,348,79.39768365894287,1048568,209,0
L49586,C49586,231691,Education,574,55.786214743952456,1443137,183,1
L49587,C49587,3821834,Business,451,54.6665594331721,3975406,97,1
L49588,C49588,3883735,Personal,571,57.046633691493724,3339034,196,1
L49589,C49589,168463,Personal,687,69.37381825981058,3017580,352,0
L49590,C49590,950322,Home,347,53.114906461151605,1071005,85,1
L49591,C49591,590174,Personal,509,54.17685616261776,2105605,266,1
L49592,C49592,412162,Home,421,62.21739618378805,363303,238,1
L49593,C49593,4553969,Business,601,61.856731570812435,587257,349,0
L49594,C49594,1234868,Personal,504,88.09588383834343,3691461,215,0
L49595,C49595,4340967,Personal,661,75.17997513566903,428650,162,0
L49596,C49596,2320612,Personal,597,63.92778330929123,3755724,119,1
L49597,C49597,3299281,Business,318,64.00983383162135,3818013,106,1
L49598,C49598,1208662,Personal,843,73.72537520525269,546634,342,0
L49599,C49599,770567,Personal,666,99.19307517157003,3999046,148,0
L49600,C49600,2290546,Home,582,90.39752513701728,761554,28,0
L49601,C49601,1694542,Vehicle,709,87.03420898264035,2032547,271,0
L49602,C49602,1588201,Home,302,91.48681371733957,902707,40,0
L49603,C49603,1642383,Personal,483,69.02316788344422,2638927,206,1
L49604,C49604,4693705,Vehicle,710,54.52608967794026,2435086,136,0
L49605,C49605,4494388,Home,500,71.66161716907848,1222090,314,1
L49606,C49606,1038111,Education,358,75.4866825030142,2983215,151,0
L49607,C49607,2972294,Education,416,91.33362739343181,2490662,313,0
L49608,C49608,1741531,Education,503,55.72230491223331,1755699,111,1
L49609,C49609,3401804,Home,833,86.55948548541676,305238,61,0
L49610,C49610,166199,Home,336,50.66977928886092,1774588,359,1
L49611,C49611,972163,Business,748,78.22750631630294,3650238,220,0
L49612,C49612,4771554,Home,448,58.28897033989501,1580218,322,1
L49613,C49613,277342,Vehicle,447,73.83451683851281,1897844,107,1
L49614,C49614,4115642,Business,691,74.63759626448363,2058188,33,0
L49615,C49615,951299,Home,324,90.0905506901917,2059419,96,0
L49616,C49616,3523996,Business,580,93.91859372897966,1806681,314,0
L49617,C49617,179238,Business,792,97.07902049334805,3573133,187,0
L49618,C49618,2759214,Education,586,67.63877342092876,3093294,139,1
L49619,C49619,4149225,Vehicle,558,58.53676736468276,1631266,333,1
L49620,C49620,965024,Home,612,78.34586992165465,3680153,185,0
L49621,C49621,126764,Education,533,87.27088626840992,535236,158,0
L49622,C49622,1746308,Home,415,99.30254642863025,3522633,176,0
L49623,C49623,3825407,Personal,342,83.21591870650039,3949614,122,0
L49624,C49624,4592421,Vehicle,466,58.406321422664206,1708250,51,1
L49625,C49625,4904128,Home,584,54.116337773521636,505080,74,1
L49626,C49626,1592802,Home,608,56.29040632540103,1433854,259,0
L49627,C49627,3323397,Vehicle,767,53.043979410199384,3195689,188,0
L49628,C49628,3202894,Home,659,62.73450145683349,2162862,93,0
L49629,C49629,1373366,Home,354,59.2219960890648,1308201,257,1
L49630,C49630,2298534,Vehicle,688,64.56116769189066,996950,157,0
L49631,C49631,1227089,Personal,590,51.8551851752605,3411506,298,1
L49632,C49632,4786626,Education,388,56.19771537895551,1572745,112,1
L49633,C49633,1942854,Business,768,81.56642639526754,3141747,52,0
L49634,C49634,3466125,Vehicle,309,72.36592044191792,1286780,126,1
L49635,C49635,1306825,Personal,714,96.12751429506636,3157865,30,0
L49636,C49636,4870182,Vehicle,823,50.6550823078187,1029073,193,0
L49637,C49637,4521189,Home,516,98.55242427962058,2819252,30,0
L49638,C49638,4213228,Personal,454,79.59741112758849,3066935,50,0
L49639,C49639,1048888,Personal,639,95.89177302339951,313473,86,0
L49640,C49640,4261044,Education,724,86.98016618515926,1607117,267,0
L49641,C49641,1571794,Home,692,96.7443307582758,3078469,80,0
L49642,C49642,374629,Business,473,81.220022352474,2102398,50,0
L49643,C49643,4458920,Personal,323,67.31098083942724,2489545,144,1
L49644,C49644,3712953,Education,770,94.56028453185186,2699190,131,0
L49645,C49645,4828377,Home,366,88.92554423791057,3464113,158,0
L49646,C49646,4609718,Vehicle,555,74.36847493639608,1898050,182,1
L49647,C49647,2027444,Personal,727,93.53926051077426,1306305,104,0
L49648,C49648,3107447,Education,784,63.65625068434821,1083557,12,0
L49649,C49649,185025,Personal,611,85.54367073363628,2286458,235,0
L49650,C49650,1516236,Vehicle,412,74.17487486455465,1532748,229,1
L49651,C49651,3955622,Vehicle,410,76.078025538165,798903,347,0
L49652,C49652,1232218,Personal,331,76.42006152235382,381358,110,0
L49653,C49653,3228119,Education,302,64.91179446413628,138879,227,1
L49654,C49654,197548,Vehicle,804,54.276549154355266,3125892,357,0
L49655,C49655,1480307,Education,513,63.23992576422839,1653618,224,1
L49656,C49656,3031286,Business,736,51.20007994127997,632569,282,0
L49657,C49657,2356401,Home,541,60.01330561080517,1390537,259,1
L49658,C49658,4809101,Home,616,73.98530184625108,111109,252,0
L49659,C49659,3754680,Business,588,66.510398806867,174105,112,1
L49660,C49660,4643874,Education,709,87.9583213012349,2551158,159,0
L49661,C49661,468174,Home,730,58.75333487080736,2223057,347,0
L49662,C49662,3287387,Business,799,90.2212288097278,884980,114,0
L49663,C49663,3710952,Home,729,65.44478387984213,58966,310,0
L49664,C49664,2168660,Personal,354,96.26448889177757,1138305,260,0
L49665,C49665,2854122,Education,539,61.73413416916672,2793076,158,1
L49666,C49666,2273475,Business,701,50.646531607427484,1206129,324,0
L49667,C49667,1279906,Home,574,96.38957743580006,1242417,259,0
L49668,C49668,4790012,Business,784,59.1491141139486,3104663,41,0
L49669,C49669,790823,Home,761,59.99425120761181,585900,335,0
L49670,C49670,4549867,Personal,463,86.37424561127273,3139469,280,0
L49671,C49671,587841,Personal,461,85.09816412420369,2044140,224,0
L49672,C49672,414175,Vehicle,360,81.00959999664528,1542431,101,0
L49673,C49673,3266267,Home,470,71.16912553906761,2085940,197,1
L49674,C49674,3455903,Personal,733,69.84387765681262,723100,275,0
L49675,C49675,478842,Business,374,65.53781788859558,613353,59,1
L49676,C49676,3892331,Education,476,98.23418322858373,2576168,253,0
L49677,C49677,312870,Vehicle,458,86.94560095251308,1798087,291,0
L49678,C49678,297541,Education,334,56.0791677238251,3117917,283,1
L49679,C49679,528738,Business,366,77.7631557609228,3036017,284,0
L49680,C49680,1516953,Home,754,59.64084785371802,3051144,195,0
L49681,C49681,658122,Home,354,58.61560623441474,3088914,135,1
L49682,C49682,3171718,Home,386,96.13966442440811,1954794,133,0
L49683,C49683,4643746,Home,447,92.38144090286715,414448,131,0
L49684,C49684,4487667,Home,707,98.59711693475896,3772493,212,0
L49685,C49685,3724986,Business,612,63.026621112415114,3371732,79,0
L49686,C49686,3508344,Vehicle,435,92.16442546610877,1175037,233,0
L49687,C49687,739918,Vehicle,793,92.83847519363741,2709795,313,0
L49688,C49688,3202858,Vehicle,710,73.72612251383026,292651,307,0
L49689,C49689,625506,Personal,597,64.82161119997392,3037019,254,1
L49690,C49690,4651654,Business,505,73.01057795096257,3629952,315,1
L49691,C49691,692927,Home,605,74.82409103737336,3345007,94,0
L49692,C49692,1833811,Home,632,97.73564715854712,243571,64,0
L49693,C49693,212258,Education,381,76.79148025192505,2115903,29,0
L49694,C49694,2305037,Personal,532,85.04998520920171,402366,180,0
L49695,C49695,4167784,Personal,586,50.026270250965105,3451218,337,1
L49696,C49696,2843534,Education,632,67.92138652786343,577916,97,0
L49697,C49697,3663685,Vehicle,728,86.21994029713088,1045806,151,0
L49698,C49698,3464005,Home,398,94.58332812557114,2001585,26,0
L49699,C49699,3648190,Home,327,81.9282064357145,2865435,304,0
L49700,C49700,395868,Personal,558,79.74619662159104,2054087,210,0
L49701,C49701,643149,Vehicle,508,53.86120865512552,348566,347,1
L49702,C49702,2511298,Home,303,70.31086178857251,3062847,225,1
L49703,C49703,187045,Education,318,85.2506701411947,837965,260,0
L49704,C49704,2664273,Home,396,73.78545515644568,2267294,168,1
L49705,C49705,3475133,Education,417,68.19871212152975,2584921,101,1
L49706,C49706,151661,Business,327,56.22606104967595,3726659,332,1
L49707,C49707,1311098,Education,736,53.46249156814953,587343,289,0
L49708,C49708,4730284,Business,675,51.60496444889901,2758784,158,0
L49709,C49709,2252540,Vehicle,440,89.25272325980575,2006003,303,0
L49710,C49710,706352,Home,631,88.78754553633246,2005990,281,0
L49711,C49711,2578908,Home,498,73.38519329244713,1153606,30,1
L49712,C49712,2787198,Personal,492,87.38560305047515,417166,203,0
L49713,C49713,925750,Education,550,61.53427293496057,2538927,162,1
L49714,C49714,1911343,Education,532,63.90843514629347,2089968,300,1
L49715,C49715,2923627,Business,741,95.59347799663482,1690942,100,0
L49716,C49716,1035636,Home,831,52.078206387095314,2746293,147,0
L49717,C49717,1847147,Education,673,92.80738835813679,1133077,172,0
L49718,C49718,3086381,Education,603,54.32457618822775,895332,359,0
L49719,C49719,233708,Home,448,95.33248771598733,3387773,272,0
L49720,C49720,352149,Vehicle,721,89.83010241927346,3232164,315,0
L49721,C49721,4453541,Vehicle,747,94.01550382030322,2432918,39,0
L49722,C49722,2684334,Home,353,57.16700450654814,1745099,315,1
L49723,C49723,3083833,Home,836,70.98028819004631,2215096,30,0
L49724,C49724,1208404,Vehicle,763,75.62876752671954,78639,180,0
L49725,C49725,4484451,Vehicle,447,60.303984922524265,2427135,211,1
L49726,C49726,3856565,Vehicle,839,68.3321535043226,668580,170,0
L49727,C49727,943303,Home,650,53.86991317613432,917975,53,0
L49728,C49728,2865161,Education,479,61.80456405406621,2263179,149,1
L49729,C49729,3889280,Personal,507,97.96448864915101,3115559,26,0
L49730,C49730,2546575,Business,721,54.41228210127426,3013438,137,0
L49731,C49731,320513,Personal,692,79.29957006755615,1953719,143,0
L49732,C49732,1049658,Personal,305,98.93338541361763,1854927,55,0
L49733,C49733,2475593,Personal,404,69.9051990316496,2178009,203,1
L49734,C49734,51282,Education,735,82.90158374566985,3460927,79,0
L49735,C49735,4456738,Vehicle,820,60.553065356773864,3168484,292,0
L49736,C49736,1247295,Business,694,65.64239967289335,955428,325,0
L49737,C49737,1323334,Personal,397,51.983847558333565,2559046,269,1
L49738,C49738,3283351,Education,630,73.1014954006016,1671749,267,0
L49739,C49739,1429639,Vehicle,484,63.47311331117223,194415,228,1
L49740,C49740,1597371,Home,815,61.53989559751305,3101112,201,0
L49741,C49741,2278253,Education,418,85.5954982841098,2583074,81,0
L49742,C49742,3008821,Home,322,96.11970318552223,3175927,331,0
L49743,C49743,3541885,Education,807,88.96865556122391,3409950,17,0
L49744,C49744,2130904,Business,503,79.1181480842317,1136191,35,0
L49745,C49745,4712702,Home,324,64.74833371617936,3530826,113,1
L49746,C49746,609659,Home,353,65.90716621545204,3974422,312,1
L49747,C49747,52480,Business,572,99.24459556898117,3407935,307,0
L49748,C49748,2156190,Business,571,51.244588615923995,3117987,306,1
L49749,C49749,1647646,Vehicle,474,50.00075618499682,1660846,95,1
L49750,C49750,896269,Education,736,80.70051275951762,1225126,34,0
L49751,C49751,2232202,Education,685,87.87472096987945,397659,36,0
L49752,C49752,924826,Education,836,53.02571227174244,2622876,274,0
L49753,C49753,3923126,Home,635,66.94032422485105,1280284,129,0
L49754,C49754,947875,Vehicle,543,79.46337345174817,517302,317,0
L49755,C49755,3503482,Vehicle,660,50.076783058149246,3726022,45,0
L49756,C49756,2233922,Education,454,88.326035252096,1166925,154,0
L49757,C49757,337268,Business,434,62.21489160451006,2517430,173,1
L49758,C49758,4788921,Vehicle,470,53.9195549373859,3261638,112,1
L49759,C49759,2839209,Business,434,82.63638038759417,3622924,264,0
L49760,C49760,1476795,Home,731,70.3262068840594,2029470,142,0
L49761,C49761,2992201,Personal,584,89.44164578526423,750125,354,0
L49762,C49762,3821583,Personal,668,66.09489950551169,1236498,242,0
L49763,C49763,1517174,Vehicle,511,94.00582611811929,2747501,102,0
L49764,C49764,2345687,Business,747,57.64901818759469,3662218,106,0
L49765,C49765,795254,Personal,839,61.67907436627067,307761,176,0
L49766,C49766,2822877,Vehicle,449,87.75326357587139,3963054,292,0
L49767,C49767,4090755,Home,677,81.90502330648985,209646,299,0
L49768,C49768,4917793,Vehicle,405,88.05930590801366,551986,262,0
L49769,C49769,2527972,Business,833,77.37055947931493,3924015,239,0
L49770,C49770,1407078,Home,766,82.70671556934363,3410796,339,0
L49771,C49771,1154010,Vehicle,314,53.67253893514965,1052908,123,1
L49772,C49772,1366691,Business,662,68.38441939815218,645702,93,0
L49773,C49773,64656,Vehicle,818,57.73417286006118,1880031,278,0
L49774,C49774,1401774,Home,647,68.25921239618688,387445,309,0
L49775,C49775,1590225,Home,810,68.93919557097358,2306855,246,0
L49776,C49776,57272,Vehicle,598,75.1407856476402,1764729,99,0
L49777,C49777,1400576,Business,577,50.693980733724956,567723,148,1
L49778,C49778,632448,Home,323,80.61225691436552,1351902,146,0
L49779,C49779,1515474,Education,349,63.7611325695193,2538057,118,1
L49780,C49780,3755384,Personal,560,78.85237056780936,1559551,136,0
L49781,C49781,4685968,Business,599,87.3292605022003,2980404,34,0
L49782,C49782,609225,Business,371,99.4829209044789,1403574,160,0
L49783,C49783,4392516,Home,525,82.20398929991963,1832163,54,0
L49784,C49784,2103330,Education,530,53.231217823674406,3413713,321,1
L49785,C49785,286702,Personal,602,83.40069258170301,2130813,140,0
L49786,C49786,4670693,Home,418,90.418700935202,1971578,317,0
L49787,C49787,672271,Home,834,76.75595408297646,2686239,77,0
L49788,C49788,4436807,Business,523,66.97603633215213,2908367,176,1
L49789,C49789,4189771,Vehicle,673,88.26077798629439,2463305,198,0
L49790,C49790,3470710,Business,378,92.26208723329819,1112359,185,0
L49791,C49791,1827794,Vehicle,636,96.70101814955827,2706829,238,0
L49792,C49792,1576879,Vehicle,625,91.39472771451454,2555726,202,0
L49793,C49793,4615999,Vehicle,315,50.53226742090678,1165967,264,1
L49794,C49794,2616413,Education,324,91.01310785073412,1392679,293,0
L49795,C49795,3955192,Home,598,97.66714768662433,77265,31,0
L49796,C49796,1142487,Personal,536,76.13265848325723,1866232,130,0
L49797,C49797,893118,Education,522,91.7477224654772,886499,208,0
L49798,C49798,2239676,Home,431,63.25092087357174,3352964,216,1
L49799,C49799,4854017,Business,530,72.56400585405274,1133835,307,1
L49800,C49800,1617330,Education,450,65.67614634572806,259573,56,1
L49801,C49801,1700392,Home,552,89.99862507361385,230948,290,0
L49802,C49802,2016426,Education,433,71.19066055628574,3381696,134,1
L49803,C49803,3736215,Vehicle,533,94.13790069624537,2459149,178,0
L49804,C49804,3652965,Business,703,58.14137592067958,1076628,313,0
L49805,C49805,79029,Business,776,76.09758280591493,1459222,159,0
L49806,C49806,429374,Vehicle,507,53.880851585369285,399594,112,1
L49807,C49807,3761035,Education,601,80.46695552679785,1316815,26,0
L49808,C49808,3869817,Education,311,97.80336948796995,145297,77,0
L49809,C49809,4587767,Home,674,79.92573906192692,496035,53,0
L49810,C49810,1478252,Personal,728,71.12868505020663,2549821,324,0
L49811,C49811,804111,Vehicle,625,62.50218916410172,3194202,103,0
L49812,C49812,3826113,Home,765,90.5366360119724,2165928,282,0
L49813,C49813,2706623,Personal,661,50.042008561691866,3128271,221,0
L49814,C49814,2192761,Vehicle,831,65.07074736907799,606024,144,0
L49815,C49815,2447212,Business,695,56.31960186129017,3563277,342,0
L49816,C49816,2412331,Education,391,73.91464679724677,1259508,171,1
L49817,C49817,2608228,Education,771,67.07233113070185,4676,185,0
L49818,C49818,2637326,Home,643,54.288686590558264,3563648,295,0
L49819,C49819,3744629,Personal,674,55.16832289577182,2127501,185,0
L49820,C49820,1532379,Business,383,67.86478279424509,3219391,183,1
L49821,C49821,746608,Business,512,94.93297482525155,1819095,177,0
L49822,C49822,1055036,Home,430,83.23451378882775,201468,343,0
L49823,C49823,2120979,Vehicle,471,73.44830613763918,1755452,279,1
L49824,C49824,1242637,Business,767,93.21847380871728,3764760,193,0
L49825,C49825,3112516,Vehicle,732,56.2014136920888,969065,212,0
L49826,C49826,3648669,Education,480,56.622829980268726,2131147,356,1
L49827,C49827,4020420,Home,345,78.39145974368299,1641908,12,0
L49828,C49828,1768074,Personal,733,90.34619071224506,1141060,310,0
L49829,C49829,482688,Education,796,74.17483310368328,3963390,45,0
L49830,C49830,2901019,Education,515,76.14736918349647,3068451,181,0
L49831,C49831,154826,Education,760,53.900432982544686,385086,92,0
L49832,C49832,4466531,Business,825,81.48623533013293,2757676,222,0
L49833,C49833,1509796,Education,620,90.48394463648941,2430699,238,0
L49834,C49834,167811,Vehicle,652,76.44014829875302,1651608,24,0
L49835,C49835,1544675,Home,490,78.35601384293997,1442718,167,0
L49836,C49836,3868609,Business,694,79.42156342074767,1081885,45,0
L49837,C49837,2813265,Business,589,52.4478793880011,3282056,259,1
L49838,C49838,3138929,Business,495,87.1157500192106,2057185,45,0
L49839,C49839,3973113,Business,722,76.23641016942108,1746327,316,0
L49840,C49840,4275629,Education,708,52.63085470015181,1491354,41,0
L49841,C49841,2303559,Education,744,53.526533163001275,1542712,355,0
L49842,C49842,4909200,Education,557,90.52029126061683,2357699,279,0
L49843,C49843,1391805,Business,783,69.70703988055187,3450103,86,0
L49844,C49844,2417296,Education,710,54.01399413742924,2557815,337,0
L49845,C49845,1441497,Vehicle,843,74.86316825969854,472728,126,0
L49846,C49846,2376066,Personal,816,68.99926298127971,362087,60,0
L49847,C49847,3208695,Vehicle,526,81.2531259010768,3411368,255,0
L49848,C49848,3320209,Business,778,80.4437993621637,2770444,148,0
L49849,C49849,2584942,Home,560,60.61253576861071,2933145,106,1
L49850,C49850,2553614,Personal,364,69.29615419301132,3217768,253,1
L49851,C49851,4447379,Personal,788,64.8406510376107,2133540,317,0
L49852,C49852,547591,Education,775,88.48314490171651,1083296,32,0
L49853,C49853,1622860,Business,366,93.89360134047178,3425772,54,0
L49854,C49854,3672888,Vehicle,394,51.93615186919441,1281556,39,1
L49855,C49855,261207,Vehicle,585,65.46709526610286,1412437,314,1
L49856,C49856,4237406,Vehicle,385,91.77317098894275,2762586,166,0
L49857,C49857,3859895,Personal,539,73.55629982576582,2522448,132,1
L49858,C49858,1262851,Business,775,69.31756334415755,623854,264,0
L49859,C49859,3903389,Vehicle,465,68.0511461827243,2756001,18,1
L49860,C49860,4704603,Education,665,60.00358251806246,1678555,33,0
L49861,C49861,2712851,Personal,606,53.00281698426457,1425590,182,0
L49862,C49862,1376493,Business,426,87.49393819720706,3482087,315,0
L49863,C49863,1037395,Education,354,94.27622894772267,50158,253,0
L49864,C49864,1703557,Education,507,53.66410443436263,1904448,351,1
L49865,C49865,2072083,Vehicle,464,91.57991402869598,1063923,297,0
L49866,C49866,1980423,Business,840,80.3693342951392,221638,305,0
L49867,C49867,699873,Home,655,50.01661367537904,1347891,154,0
L49868,C49868,4626955,Business,578,63.170899128118144,1352313,234,1
L49869,C49869,437002,Business,553,79.3754545360616,1883114,34,0
L49870,C49870,3715784,Business,424,56.14112819940744,118238,48,1
L49871,C49871,2416735,Home,716,58.789031949435625,37036,89,0
L49872,C49872,930341,Personal,805,55.50821027057055,1392546,151,0
L49873,C49873,1342473,Vehicle,374,51.37681342066461,979805,243,1
L49874,C49874,4217556,Business,392,55.45200230974481,3453050,59,1
L49875,C49875,1926134,Education,440,86.80784585324818,2332527,14,0
L49876,C49876,2938172,Vehicle,340,67.20231995313745,2572999,17,1
